timestamp,temperature,air_pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_degrees,owm_weather_id_enc,owm_weather_main_enc,owm_weather_description_enc,owm_weather_icon_enc
1745469758,12.78,1024,79,9.23,0,10000,0.0,0,0,0,0,0
1745472186,11.95,1024,82,8.98,0,10000,0.0,0,0,0,0,0
1745472766,11.76,1024,83,8.97,0,10000,0.0,0,0,0,0,0
1745473358,11.58,1024,84,8.97,0,10000,0.0,0,0,0,0,0
1745475786,11.02,1024,86,8.77,0,10000,0.0,0,0,0,0,0
1745476366,11.03,1024,86,8.78,0,10000,0.0,0,0,0,0,0
1745476958,10.63,1024,87,8.56,0,10000,0.0,0,0,0,0,0
1745479386,10.7,1024,86,8.46,0,10000,0.0,0,0,0,0,0
1745479966,10.17,1025,88,8.27,0,10000,0.0,0,0,0,0,0
1745480558,10.11,1025,89,8.38,0,10000,0.0,0,0,0,0,0
1745482986,9.62,1025,90,8.06,0,10000,0.0,0,0,0,0,0
1745483566,9.56,1025,90,8.0,0,10000,0.0,0,0,0,0,0
1745484158,9.8,1025,89,8.08,0,10000,0.0,0,0,0,0,0
1745486586,9.55,1025,89,7.83,0,10000,0.0,0,0,0,0,0
1745487166,9.42,1025,90,7.86,0,10000,0.0,0,0,0,0,0
1745487758,9.14,1025,90,7.59,0,10000,0.0,0,0,0,0,0
1745490186,8.99,1025,91,7.6,0,10000,0.0,0,0,0,0,1
1745490766,7.56,1026,96,6.96,0,10000,0.0,0,0,0,0,1
1745491358,9.18,1026,91,7.79,0,10000,0.0,0,0,0,0,1
1745493786,9.59,1026,93,8.52,0,10000,0.0,0,0,0,0,1
1745494366,9.21,1026,91,7.82,0,10000,0.0,0,0,0,0,1
1745494958,13.11,1026,88,11.17,0,10000,0.0,0,0,0,0,1
1745497386,14.57,1026,77,10.59,0,10000,0.0,0,0,0,0,1
1745497966,15.11,1026,75,10.72,0,10000,0.0,0,0,0,0,1
1745498558,15.74,1026,73,10.92,0,10000,1.54,150,0,0,0,1
1745500986,17.22,1026,67,11.04,0,10000,0.45,155,0,0,0,1
1745501566,17.82,1026,64,10.93,0,10000,0.45,322,0,0,0,1
